,team_a,team_b,rating_a,rating_b,is_home_a,score_a,score_b,team_a_win
26050,Detroit Pistons,Portland Trail Blazers,395.08195373029565,293.94826281152757,1,118.0,115.0,0
26051,Portland Trail Blazers,Detroit Pistons,293.94826281152757,395.08195373029565,0,115.0,118.0,0
26052,Philadelphia 76ers,Phoenix Suns,333.74554334580716,410.8793468163491,1,99.0,109.0,0
26053,Phoenix Suns,Philadelphia 76ers,410.8793468163491,333.74554334580716,0,109.0,99.0,0
26054,Brooklyn Nets,Indiana Pacers,295.1888652995035,435.33993827918886,1,99.0,113.0,0
26055,Indiana Pacers,Brooklyn Nets,435.33993827918886,295.1888652995035,0,113.0,99.0,0
26056,New York Knicks,Orlando Magic,295.35236460221665,305.8563088115873,1,94.0,103.0,0
26057,Orlando Magic,New York Knicks,305.8563088115873,295.35236460221665,0,103.0,94.0,0
26058,Toronto Raptors,Milwaukee Bucks,412.35410590151497,465.7360015675422,1,104.0,128.0,0
26059,Milwaukee Bucks,Toronto Raptors,465.7360015675422,412.35410590151497,0,128.0,104.0,0
26060,Chicago Bulls,San Antonio Spurs,387.1697629724175,408.3952063040332,1,114.0,110.0,0
26061,San Antonio Spurs,Chicago Bulls,408.3952063040332,387.1697629724175,0,110.0,114.0,0
26062,Memphis Grizzlies,Dallas Mavericks,425.86873764362315,403.68148958016405,1,119.0,104.0,0
26063,Dallas Mavericks,Memphis Grizzlies,403.68148958016405,425.86873764362315,0,104.0,119.0,0
26064,Minnesota Timberwolves,LA Clippers,363.3842851295979,352.31690395360846,1,108.0,106.0,0
26065,LA Clippers,Minnesota Timberwolves,352.31690395360846,363.3842851295979,0,106.0,108.0,0
26066,Sacramento Kings,Miami Heat,356.56495249325803,328.53797817839904,1,123.0,118.0,0
26067,Miami Heat,Sacramento Kings,328.53797817839904,356.56495249325803,0,118.0,123.0,0
26068,Charlotte Hornets,Phoenix Suns,377.222436538043,407.753142533649,1,115.0,104.0,0
26069,Phoenix Suns,Charlotte Hornets,407.753142533649,377.222436538043,0,104.0,115.0,0
26070,Washington Wizards,Houston Rockets,421.8612231947527,434.60412954526635,1,112.0,135.0,0
26071,Houston Rockets,Washington Wizards,434.60412954526635,421.8612231947527,0,135.0,112.0,0
26072,Dallas Mavericks,Los Angeles Lakers,357.0331807212357,353.0896259652337,1,118.0,97.0,0
26073,Los Angeles Lakers,Dallas Mavericks,353.0896259652337,357.0331807212357,0,97.0,118.0,0
26074,New Orleans Pelicans,Minnesota Timberwolves,373.80320351096896,339.9157548122498,1,97.0,104.0,0
26075,Minnesota Timberwolves,New Orleans Pelicans,339.9157548122498,373.80320351096896,0,104.0,97.0,0
26076,Utah Jazz,Atlanta Hawks,307.3378859023233,350.8661398426418,1,121.0,124.0,0
26077,Atlanta Hawks,Utah Jazz,350.8661398426418,307.3378859023233,0,124.0,121.0,0
26078,Denver Nuggets,Boston Celtics,370.9613504113907,409.4519097723592,1,106.0,118.0,0
26079,Boston Celtics,Denver Nuggets,409.4519097723592,370.9613504113907,0,118.0,106.0,0
26080,Golden State Warriors,Miami Heat,409.88166346816774,434.8474588400135,1,98.0,114.0,0
26081,Miami Heat,Golden State Warriors,434.8474588400135,409.88166346816774,0,114.0,98.0,0
26082,Cleveland Cavaliers,Oklahoma City Thunder,426.38744886697634,378.6179321804825,1,129.0,122.0,0
26083,Oklahoma City Thunder,Cleveland Cavaliers,378.6179321804825,426.38744886697634,0,122.0,129.0,0
26084,Indiana Pacers,Chicago Bulls,453.53442526817037,503.21919213976946,1,129.0,113.0,0
26085,Chicago Bulls,Indiana Pacers,503.21919213976946,453.53442526817037,0,113.0,129.0,0
26086,New York Knicks,Toronto Raptors,406.6119474415355,458.4880299746788,1,112.0,98.0,0
26087,Toronto Raptors,New York Knicks,458.4880299746788,406.6119474415355,0,98.0,112.0,0
26088,Philadelphia 76ers,Washington Wizards,298.0057071567567,316.3426637511472,1,109.0,103.0,0
26089,Washington Wizards,Philadelphia 76ers,316.3426637511472,298.0057071567567,0,103.0,109.0,0
26090,Brooklyn Nets,Detroit Pistons,226.4232076106138,407.19192247584806,1,98.0,113.0,0
26091,Detroit Pistons,Brooklyn Nets,407.19192247584806,226.4232076106138,0,113.0,98.0,0
26092,New Orleans Pelicans,Portland Trail Blazers,400.74967777425127,440.91190404729184,1,100.0,119.0,0
26093,Portland Trail Blazers,New Orleans Pelicans,440.91190404729184,400.74967777425127,0,119.0,100.0,0
26094,Denver Nuggets,LA Clippers,377.1077475124744,468.19208295050163,1,126.0,103.0,0
26095,LA Clippers,Denver Nuggets,468.19208295050163,377.1077475124744,0,103.0,126.0,0
26096,Milwaukee Bucks,San Antonio Spurs,461.03922930430684,510.46142118620435,1,121.0,105.0,0
26097,San Antonio Spurs,Milwaukee Bucks,510.46142118620435,461.03922930430684,0,105.0,121.0,0
26098,Cleveland Cavaliers,Toronto Raptors,401.0097908569988,393.0693304802264,1,132.0,126.0,0
26099,Toronto Raptors,Cleveland Cavaliers,393.0693304802264,401.0097908569988,0,126.0,132.0,0
26100,Detroit Pistons,Golden State Warriors,363.6136270359157,377.7697544649855,1,104.0,107.0,0
26101,Golden State Warriors,Detroit Pistons,377.7697544649855,363.6136270359157,0,107.0,104.0,0
26102,Orlando Magic,Minnesota Timberwolves,337.8885380557274,462.43413559050623,1,89.0,104.0,0
26103,Minnesota Timberwolves,Orlando Magic,462.43413559050623,337.8885380557274,0,104.0,89.0,0
26104,Memphis Grizzlies,Houston Rockets,498.7767977882056,346.38106332971734,1,115.0,119.0,0
26105,Houston Rockets,Memphis Grizzlies,346.38106332971734,498.7767977882056,0,119.0,115.0,0
26106,Dallas Mavericks,Portland Trail Blazers,352.68516274447074,340.6757871782268,1,117.0,111.0,0
26107,Portland Trail Blazers,Dallas Mavericks,340.6757871782268,352.68516274447074,0,111.0,117.0,0
26108,Phoenix Suns,Atlanta Hawks,378.619551648168,388.7185320193749,1,123.0,115.0,0
26109,Atlanta Hawks,Phoenix Suns,388.7185320193749,378.619551648168,0,115.0,123.0,0
26110,Utah Jazz,Miami Heat,306.66443383122385,338.15675973283396,1,92.0,97.0,0
26111,Miami Heat,Utah Jazz,338.15675973283396,306.66443383122385,0,97.0,92.0,0
26112,Indiana Pacers,Golden State Warriors,439.5415769333157,353.84477392671226,1,108.0,96.0,0
26113,Golden State Warriors,Indiana Pacers,353.84477392671226,439.5415769333157,0,96.0,108.0,0
26114,Orlando Magic,Milwaukee Bucks,366.69591095568046,352.8046109833076,1,106.0,109.0,0
26115,Milwaukee Bucks,Orlando Magic,352.8046109833076,366.69591095568046,0,109.0,106.0,0
26116,Philadelphia 76ers,New Orleans Pelicans,313.04034877629823,320.0210386914034,1,115.0,123.0,0
26117,New Orleans Pelicans,Philadelphia 76ers,320.0210386914034,313.04034877629823,0,123.0,115.0,0
26118,Boston Celtics,Sacramento Kings,473.5138217121274,302.1266713729394,1,97.0,114.0,0
26119,Sacramento Kings,Boston Celtics,302.1266713729394,473.5138217121274,0,114.0,97.0,0
26120,New York Knicks,Oklahoma City Thunder,444.3626207214107,421.2431113306652,1,101.0,126.0,0
26121,Oklahoma City Thunder,New York Knicks,421.2431113306652,444.3626207214107,0,126.0,101.0,0
26122,Chicago Bulls,Washington Wizards,509.4160408930109,494.97862920809104,1,138.0,105.0,0
26123,Washington Wizards,Chicago Bulls,494.97862920809104,509.4160408930109,0,105.0,138.0,0
26124,Denver Nuggets,Brooklyn Nets,387.8646259581427,304.58233645747237,1,124.0,105.0,0
26125,Brooklyn Nets,Denver Nuggets,304.58233645747237,387.8646259581427,0,105.0,124.0,0
26126,Phoenix Suns,Utah Jazz,379.7545042514817,352.3345387057405,1,114.0,106.0,0
26127,Utah Jazz,Phoenix Suns,352.3345387057405,379.7545042514817,0,106.0,114.0,0
26128,Detroit Pistons,Toronto Raptors,355.5820799134257,399.32902004409647,1,123.0,114.0,0
26129,Toronto Raptors,Detroit Pistons,399.32902004409647,355.5820799134257,0,114.0,123.0,0
26130,Minnesota Timberwolves,Memphis Grizzlies,340.54695584270576,498.01626042542887,1,125.0,127.0,0
26131,Memphis Grizzlies,Minnesota Timberwolves,498.01626042542887,340.54695584270576,0,127.0,125.0,0
26132,Portland Trail Blazers,Miami Heat,420.23502016658,436.35575735567505,1,98.0,119.0,0
26133,Miami Heat,Portland Trail Blazers,436.35575735567505,420.23502016658,0,119.0,98.0,0
26134,New York Knicks,Milwaukee Bucks,456.55451694550493,439.0549166002374,1,140.0,106.0,0
26135,Milwaukee Bucks,New York Knicks,439.0549166002374,456.55451694550493,0,106.0,140.0,0
26136,Dallas Mavericks,Denver Nuggets,351.76724216247715,382.3508433601121,1,101.0,112.0,0
26137,Denver Nuggets,Dallas Mavericks,382.3508433601121,351.76724216247715,0,112.0,101.0,0
26138,Chicago Bulls,Sacramento Kings,392.7462434471747,354.2839140266036,1,119.0,124.0,0
26139,Sacramento Kings,Chicago Bulls,354.2839140266036,392.7462434471747,0,124.0,119.0,0
26140,Boston Celtics,New Orleans Pelicans,392.05344485406243,390.83339338778705,1,120.0,119.0,0
26141,New Orleans Pelicans,Boston Celtics,390.83339338778705,392.05344485406243,0,119.0,120.0,0
26142,Cleveland Cavaliers,Indiana Pacers,482.8396471112207,426.9685240525126,1,93.0,108.0,0
26143,Indiana Pacers,Cleveland Cavaliers,426.9685240525126,482.8396471112207,0,108.0,93.0,0
26144,Orlando Magic,Philadelphia 76ers,342.8397857999385,309.4733666885322,1,104.0,99.0,0
26145,Philadelphia 76ers,Orlando Magic,309.4733666885322,342.8397857999385,0,99.0,104.0,0
26146,Washington Wizards,Oklahoma City Thunder,456.0483417005652,433.7361973838726,1,95.0,136.0,0
26147,Oklahoma City Thunder,Washington Wizards,433.7361973838726,456.0483417005652,0,136.0,95.0,0
26148,Utah Jazz,Brooklyn Nets,287.17977449430225,311.3846518917327,1,112.0,111.0,0
26149,Brooklyn Nets,Utah Jazz,311.3846518917327,287.17977449430225,0,111.0,112.0,0
26150,Phoenix Suns,Charlotte Hornets,342.5325991097655,378.14611976857316,1,120.0,113.0,0
26151,Charlotte Hornets,Phoenix Suns,378.14611976857316,342.5325991097655,0,113.0,120.0,0
26152,Washington Wizards,Minnesota Timberwolves,456.1360839276664,487.88837731905033,1,106.0,120.0,0
26153,Minnesota Timberwolves,Washington Wizards,487.88837731905033,456.1360839276664,0,120.0,106.0,0
26154,New York Knicks,Detroit Pistons,367.1158162623475,356.3885520668128,1,119.0,124.0,0
26155,Detroit Pistons,New York Knicks,356.3885520668128,367.1158162623475,0,124.0,119.0,0
26156,Toronto Raptors,Golden State Warriors,378.9484960503155,394.0162065579436,1,104.0,101.0,0
26157,Golden State Warriors,Toronto Raptors,394.0162065579436,378.9484960503155,0,101.0,104.0,0
26158,Houston Rockets,Memphis Grizzlies,348.1090209749181,447.13519381214826,1,120.0,118.0,0
26159,Memphis Grizzlies,Houston Rockets,447.13519381214826,348.1090209749181,0,118.0,120.0,0
26160,Los Angeles Lakers,San Antonio Spurs,399.542388301171,514.3636650421856,1,102.0,126.0,0
26161,San Antonio Spurs,Los Angeles Lakers,514.3636650421856,399.542388301171,0,126.0,102.0,0
26162,LA Clippers,Miami Heat,354.03679980186325,342.8637802912163,1,109.0,98.0,0
26163,Miami Heat,LA Clippers,342.8637802912163,354.03679980186325,0,98.0,109.0,0
26164,Indiana Pacers,Cleveland Cavaliers,400.2653130602503,455.8793938186538,1,117.0,127.0,0
26165,Cleveland Cavaliers,Indiana Pacers,455.8793938186538,400.2653130602503,0,127.0,117.0,0
26166,Philadelphia 76ers,Oklahoma City Thunder,228.63812520137353,463.6463123811416,1,102.0,118.0,0
26167,Oklahoma City Thunder,Philadelphia 76ers,463.6463123811416,228.63812520137353,0,118.0,102.0,0
26168,Atlanta Hawks,Phoenix Suns,345.3499644671442,342.0302909158179,1,122.0,117.0,0
26169,Phoenix Suns,Atlanta Hawks,342.0302909158179,345.3499644671442,0,117.0,122.0,0
26170,Chicago Bulls,New Orleans Pelicans,435.5601152575622,394.50619444668945,1,113.0,119.0,0
26171,New Orleans Pelicans,Chicago Bulls,394.50619444668945,435.5601152575622,0,119.0,113.0,0
26172,Milwaukee Bucks,Sacramento Kings,429.80430936441286,436.02703077961746,1,130.0,115.0,0
26173,Sacramento Kings,Milwaukee Bucks,436.02703077961746,429.80430936441286,0,115.0,130.0,0
26174,Dallas Mavericks,Denver Nuggets,468.27396755419494,470.619919336594,1,99.0,118.0,0
26175,Denver Nuggets,Dallas Mavericks,470.619919336594,468.27396755419494,0,118.0,99.0,0
26176,Portland Trail Blazers,Brooklyn Nets,406.756510592419,399.84454131991913,1,114.0,132.0,0
26177,Brooklyn Nets,Portland Trail Blazers,399.84454131991913,406.756510592419,0,132.0,114.0,0
26178,Philadelphia 76ers,New York Knicks,292.0308002905496,303.7126649019433,1,119.0,125.0,0
26179,New York Knicks,Philadelphia 76ers,303.7126649019433,292.0308002905496,0,125.0,119.0,0
26180,Toronto Raptors,Boston Celtics,416.84589128631615,495.1122411012909,1,110.0,97.0,0
26181,Boston Celtics,Toronto Raptors,495.1122411012909,416.84589128631615,0,97.0,110.0,0
26182,Chicago Bulls,Atlanta Hawks,503.9754424325854,321.93560750065745,1,94.0,110.0,0
26183,Atlanta Hawks,Chicago Bulls,321.93560750065745,503.9754424325854,0,110.0,94.0,0
26184,Milwaukee Bucks,Orlando Magic,495.40585934344693,319.3110178449631,1,122.0,93.0,0
26185,Orlando Magic,Milwaukee Bucks,319.3110178449631,495.40585934344693,0,93.0,122.0,0
26186,Minnesota Timberwolves,Golden State Warriors,300.7813513674441,363.4992714556179,1,115.0,116.0,0
26187,Golden State Warriors,Minnesota Timberwolves,363.4992714556179,300.7813513674441,0,116.0,115.0,0
26188,New Orleans Pelicans,Dallas Mavericks,369.13691942597455,364.8975426271735,1,119.0,116.0,0
26189,Dallas Mavericks,New Orleans Pelicans,364.8975426271735,369.13691942597455,0,116.0,119.0,0
26190,San Antonio Spurs,Memphis Grizzlies,367.2514276978948,495.55842160266775,1,115.0,129.0,0
26191,Memphis Grizzlies,San Antonio Spurs,495.55842160266775,367.2514276978948,0,129.0,115.0,0
26192,Denver Nuggets,Houston Rockets,379.18363164342065,444.2783833433372,1,108.0,128.0,0
26193,Houston Rockets,Denver Nuggets,444.2783833433372,379.18363164342065,0,128.0,108.0,0
26194,Utah Jazz,Charlotte Hornets,288.7156218946117,398.60592530914613,1,112.0,117.0,0
26195,Charlotte Hornets,Utah Jazz,398.60592530914613,288.7156218946117,0,117.0,112.0,0
26196,Los Angeles Lakers,Miami Heat,348.9080757132512,338.5481393070388,1,117.0,108.0,0
26197,Miami Heat,Los Angeles Lakers,338.5481393070388,348.9080757132512,0,108.0,117.0,0
26198,LA Clippers,Brooklyn Nets,469.2733494540501,307.69658917646814,1,126.0,67.0,0
26199,Brooklyn Nets,LA Clippers,307.69658917646814,469.2733494540501,0,67.0,126.0,0
26200,Detroit Pistons,Indiana Pacers,355.2088246412959,393.54967714552305,1,100.0,111.0,0
26201,Indiana Pacers,Detroit Pistons,393.54967714552305,355.2088246412959,0,111.0,100.0,0
26202,Washington Wizards,Phoenix Suns,367.58521103737036,375.54722738938,1,123.0,130.0,0
26203,Phoenix Suns,Washington Wizards,375.54722738938,367.58521103737036,0,130.0,123.0,0
26204,Oklahoma City Thunder,Cleveland Cavaliers,468.7848089205831,539.191823717696,1,134.0,114.0,0
26205,Cleveland Cavaliers,Oklahoma City Thunder,539.191823717696,468.7848089205831,0,114.0,134.0,0
26206,Portland Trail Blazers,LA Clippers,411.2209506783923,504.56033560701013,1,89.0,118.0,0
26207,LA Clippers,Portland Trail Blazers,504.56033560701013,411.2209506783923,0,118.0,89.0,0
26208,Sacramento Kings,Houston Rockets,348.1001832423371,357.2038291364147,1,132.0,127.0,0
26209,Houston Rockets,Sacramento Kings,357.2038291364147,348.1001832423371,0,127.0,132.0,0
26210,Boston Celtics,Orlando Magic,482.17294376949116,315.4413181904982,1,121.0,94.0,0
26211,Orlando Magic,Boston Celtics,315.4413181904982,482.17294376949116,0,94.0,121.0,0
26212,New York Knicks,Minnesota Timberwolves,389.6224056364225,425.7710692123421,1,99.0,116.0,0
26213,Minnesota Timberwolves,New York Knicks,425.7710692123421,389.6224056364225,0,116.0,99.0,0
26214,Miami Heat,Denver Nuggets,411.0060398497243,465.88162369736676,1,113.0,133.0,0
26215,Denver Nuggets,Miami Heat,465.88162369736676,411.0060398497243,0,133.0,113.0,0
26216,Milwaukee Bucks,Toronto Raptors,427.421952165755,440.7850725575482,1,130.0,112.0,0
26217,Toronto Raptors,Milwaukee Bucks,440.7850725575482,427.421952165755,0,112.0,130.0,0
26218,New Orleans Pelicans,Utah Jazz,415.32567428999926,337.9891428750708,1,136.0,123.0,0
26219,Utah Jazz,New Orleans Pelicans,337.9891428750708,415.32567428999926,0,123.0,136.0,0
26220,San Antonio Spurs,Memphis Grizzlies,514.9412544654582,493.5039097973514,1,112.0,140.0,0
26221,Memphis Grizzlies,San Antonio Spurs,493.5039097973514,514.9412544654582,0,140.0,112.0,0
26222,Dallas Mavericks,Oklahoma City Thunder,390.60774962589926,379.18316888401284,1,106.0,98.0,0
26223,Oklahoma City Thunder,Dallas Mavericks,379.18316888401284,390.60774962589926,0,98.0,106.0,0
26224,Chicago Bulls,Charlotte Hornets,427.46737131230896,362.7637952737398,1,123.0,125.0,0
26225,Charlotte Hornets,Chicago Bulls,362.7637952737398,427.46737131230896,0,125.0,123.0,0
26226,Los Angeles Lakers,Brooklyn Nets,305.3684176857599,329.11904992097425,1,102.0,101.0,0
26227,Brooklyn Nets,Los Angeles Lakers,329.11904992097425,305.3684176857599,0,101.0,102.0,0
26228,Detroit Pistons,Phoenix Suns,398.7226084695123,380.13493669849834,1,121.0,125.0,0
26229,Phoenix Suns,Detroit Pistons,380.13493669849834,398.7226084695123,0,125.0,121.0,0
26230,Boston Celtics,Atlanta Hawks,343.740941796471,370.31557780859987,1,115.0,119.0,0
26231,Atlanta Hawks,Boston Celtics,370.31557780859987,343.740941796471,0,119.0,115.0,0
26232,Indiana Pacers,Philadelphia 76ers,466.20768084965874,258.5537692907954,1,115.0,102.0,0
26233,Philadelphia 76ers,Indiana Pacers,258.5537692907954,466.20768084965874,0,102.0,115.0,0
26234,Golden State Warriors,Washington Wizards,424.44895142019095,280.01014277946905,1,122.0,114.0,0
26235,Washington Wizards,Golden State Warriors,280.01014277946905,424.44895142019095,0,114.0,122.0,0
26236,Minnesota Timberwolves,Cleveland Cavaliers,318.5916724743205,370.7298960961447,1,117.0,124.0,0
26237,Cleveland Cavaliers,Minnesota Timberwolves,370.7298960961447,318.5916724743205,0,124.0,117.0,0
26238,Portland Trail Blazers,Houston Rockets,421.1310744302781,424.69718843950125,1,103.0,125.0,0
26239,Houston Rockets,Portland Trail Blazers,424.69718843950125,421.1310744302781,0,125.0,103.0,0
26240,Miami Heat,San Antonio Spurs,456.33044548698393,540.6694467333273,1,128.0,107.0,0
26241,San Antonio Spurs,Miami Heat,540.6694467333273,456.33044548698393,0,107.0,128.0,0
26242,Orlando Magic,Denver Nuggets,317.31573855564284,464.3954851470003,1,100.0,113.0,0
26243,Denver Nuggets,Orlando Magic,464.3954851470003,317.31573855564284,0,113.0,100.0,0
26244,Milwaukee Bucks,Philadelphia 76ers,398.2961210388393,229.09536893816522,1,123.0,109.0,0
26245,Philadelphia 76ers,Milwaukee Bucks,229.09536893816522,398.2961210388393,0,109.0,123.0,0
26246,Oklahoma City Thunder,Brooklyn Nets,418.3605250084241,367.4926550198955,1,127.0,101.0,0
26247,Brooklyn Nets,Oklahoma City Thunder,367.4926550198955,418.3605250084241,0,101.0,127.0,0
26248,LA Clippers,Los Angeles Lakers,398.42461859655293,381.6517191353324,1,116.0,102.0,0
26249,Los Angeles Lakers,LA Clippers,381.6517191353324,398.42461859655293,0,102.0,116.0,0
26250,Portland Trail Blazers,Chicago Bulls,320.7205805803336,430.9766070387836,1,113.0,102.0,0
26251,Chicago Bulls,Portland Trail Blazers,430.9766070387836,320.7205805803336,0,102.0,113.0,0
26252,Sacramento Kings,Washington Wizards,424.06345306102753,448.4173529669973,1,123.0,100.0,0
26253,Washington Wizards,Sacramento Kings,448.4173529669973,424.06345306102753,0,100.0,123.0,0
