,team_a,team_b,rating_a,rating_b,is_home_a,score_a,score_b,team_a_win
11506,Golden State Warriors,Boston Celtics,316.41514856055903,348.9244080940278,1,100.0,105.0,2
11507,Boston Celtics,Golden State Warriors,348.9244080940278,316.41514856055903,0,105.0,100.0,10
11508,Los Angeles Lakers,Sacramento Kings,305.672083873858,287.6104280487867,1,99.0,97.0,10
11509,Sacramento Kings,Los Angeles Lakers,287.6104280487867,305.672083873858,0,97.0,99.0,4
11510,Chicago Bulls,Brooklyn Nets,306.35200997075077,364.31446574561176,1,111.0,117.0,4
11511,Brooklyn Nets,Chicago Bulls,364.31446574561176,306.35200997075077,0,117.0,111.0,5
11512,Indiana Pacers,Milwaukee Bucks,366.76205937922754,468.3280237237823,1,83.0,102.0,7
11513,Milwaukee Bucks,Indiana Pacers,468.3280237237823,366.76205937922754,0,102.0,83.0,9
11514,New York Knicks,Charlotte Hornets,329.1234756834634,340.60772615712443,1,102.0,103.0,3
11515,Charlotte Hornets,New York Knicks,340.60772615712443,329.1234756834634,0,103.0,102.0,6
11516,Miami Heat,New Orleans Pelicans,307.7827115682009,352.695258432679,1,109.0,94.0,9
11517,New Orleans Pelicans,Miami Heat,352.695258432679,307.7827115682009,0,94.0,109.0,3
11518,Minnesota Timberwolves,Houston Rockets,307.00383874625504,322.4842459109847,1,105.0,125.0,7
11519,Houston Rockets,Minnesota Timberwolves,322.4842459109847,307.00383874625504,0,125.0,105.0,10
11520,Dallas Mavericks,Toronto Raptors,361.25556035957015,284.7627709785779,1,110.0,102.0,7
11521,Toronto Raptors,Dallas Mavericks,284.7627709785779,361.25556035957015,0,102.0,110.0,8
11522,San Antonio Spurs,Portland Trail Blazers,363.14863849265043,299.1968969499144,1,116.0,121.0,5
11523,Portland Trail Blazers,San Antonio Spurs,299.1968969499144,363.14863849265043,0,121.0,116.0,5
11524,LA Clippers,Atlanta Hawks,591.9164087009669,384.34715058578655,1,150.0,101.0,8
11525,Atlanta Hawks,LA Clippers,384.34715058578655,591.9164087009669,0,101.0,150.0,4
11526,Cleveland Cavaliers,Philadelphia 76ers,331.3223793376547,345.71158775936755,1,95.0,114.0,4
11527,Philadelphia 76ers,Cleveland Cavaliers,345.71158775936755,331.3223793376547,0,114.0,95.0,8
11528,Sacramento Kings,Boston Celtics,287.95689254840266,342.71883469458004,1,100.0,99.0,5
11529,Boston Celtics,Sacramento Kings,342.71883469458004,287.95689254840266,0,99.0,100.0,10
11530,Orlando Magic,Washington Wizards,341.9447423401281,514.0769227219566,1,125.0,121.0,6
11531,Washington Wizards,Orlando Magic,514.0769227219566,341.9447423401281,0,121.0,125.0,3
11532,Memphis Grizzlies,Denver Nuggets,467.0332753027239,439.0495903640504,1,114.0,131.0,5
11533,Denver Nuggets,Memphis Grizzlies,439.0495903640504,467.0332753027239,0,131.0,114.0,9
11534,New Orleans Pelicans,Golden State Warriors,258.4796263703047,288.32288241826467,1,108.0,100.0,4
11535,Golden State Warriors,New Orleans Pelicans,288.32288241826467,258.4796263703047,0,100.0,108.0,2
11536,Los Angeles Lakers,Atlanta Hawks,379.22507524349624,360.4861246846855,1,122.0,101.0,11
11537,Atlanta Hawks,Los Angeles Lakers,360.4861246846855,379.22507524349624,0,101.0,122.0,4
11538,New York Knicks,Cleveland Cavaliers,381.976070631496,255.745055197896,1,123.0,105.0,4
11539,Cleveland Cavaliers,New York Knicks,255.745055197896,381.976070631496,0,105.0,123.0,4
11540,Brooklyn Nets,Indiana Pacers,302.40986982474703,427.65636598847885,1,86.0,115.0,5
11541,Indiana Pacers,Brooklyn Nets,427.65636598847885,302.40986982474703,0,115.0,86.0,8
11542,Toronto Raptors,Charlotte Hornets,452.6669344075897,411.4172304625843,1,132.0,96.0,9
11543,Charlotte Hornets,Toronto Raptors,411.4172304625843,452.6669344075897,0,96.0,132.0,6
11544,Chicago Bulls,Milwaukee Bucks,399.00710942861207,481.94219416467706,1,101.0,115.0,4
11545,Milwaukee Bucks,Chicago Bulls,481.94219416467706,399.00710942861207,0,115.0,101.0,10
11546,Houston Rockets,Portland Trail Blazers,455.7689562527262,404.31535475237,1,132.0,108.0,11
11547,Portland Trail Blazers,Houston Rockets,404.31535475237,455.7689562527262,0,108.0,132.0,5
11548,Dallas Mavericks,San Antonio Spurs,394.0850920092676,435.2848583733351,1,117.0,110.0,8
11549,San Antonio Spurs,Dallas Mavericks,435.2848583733351,394.0850920092676,0,110.0,117.0,5
11550,Phoenix Suns,Boston Celtics,367.38339758403595,328.073415135184,1,85.0,99.0,7
11551,Boston Celtics,Phoenix Suns,328.073415135184,367.38339758403595,0,99.0,85.0,11
11552,Utah Jazz,Minnesota Timberwolves,234.27501798956422,348.01114365743706,1,102.0,112.0,8
11553,Minnesota Timberwolves,Utah Jazz,348.01114365743706,234.27501798956422,0,112.0,102.0,8
11554,LA Clippers,Oklahoma City Thunder,547.344776150321,270.30549347450295,1,90.0,88.0,9
11555,Oklahoma City Thunder,LA Clippers,270.30549347450295,547.344776150321,0,88.0,90.0,5
11556,Memphis Grizzlies,Golden State Warriors,393.6501747468515,312.5247193440134,1,95.0,114.0,5
11557,Golden State Warriors,Memphis Grizzlies,312.5247193440134,393.6501747468515,0,114.0,95.0,3
11558,New Orleans Pelicans,Portland Trail Blazers,359.33056998852334,380.85074711958634,1,115.0,104.0,5
11559,Portland Trail Blazers,New Orleans Pelicans,380.85074711958634,359.33056998852334,0,104.0,115.0,5
11560,Sacramento Kings,Phoenix Suns,381.8236976270987,357.68918738671965,1,120.0,116.0,6
11561,Phoenix Suns,Sacramento Kings,357.68918738671965,381.8236976270987,0,116.0,120.0,7
11562,Los Angeles Lakers,Oklahoma City Thunder,366.15035908855464,309.5044324869379,1,112.0,107.0,12
11563,Oklahoma City Thunder,Los Angeles Lakers,309.5044324869379,366.15035908855464,0,107.0,112.0,5
11564,Philadelphia 76ers,New York Knicks,371.4416380632744,375.08481291168243,1,109.0,104.0,9
11565,New York Knicks,Philadelphia 76ers,375.08481291168243,371.4416380632744,0,104.0,109.0,4
11566,Washington Wizards,San Antonio Spurs,551.5522641129044,413.6686398934604,1,138.0,132.0,4
11567,San Antonio Spurs,Washington Wizards,413.6686398934604,551.5522641129044,0,132.0,138.0,5
11568,Atlanta Hawks,Milwaukee Bucks,365.2404479638854,463.8607821694354,1,127.0,135.0,4
11569,Milwaukee Bucks,Atlanta Hawks,463.8607821694354,365.2404479638854,0,135.0,127.0,11
11570,Brooklyn Nets,Charlotte Hornets,310.8099994263804,391.48459875961584,1,101.0,91.0,6
11571,Charlotte Hornets,Brooklyn Nets,391.48459875961584,310.8099994263804,0,91.0,101.0,6
11572,Miami Heat,Cleveland Cavaliers,380.9862690089844,334.53010480059083,1,124.0,100.0,10
11573,Cleveland Cavaliers,Miami Heat,334.53010480059083,380.9862690089844,0,100.0,124.0,4
11574,Toronto Raptors,Orlando Magic,467.72894519636225,514.6908166398351,1,113.0,97.0,10
11575,Orlando Magic,Toronto Raptors,514.6908166398351,467.72894519636225,0,97.0,113.0,6
11576,Dallas Mavericks,Golden State Warriors,549.118834239382,268.36218665377567,1,142.0,94.0,9
11577,Golden State Warriors,Dallas Mavericks,268.36218665377567,549.118834239382,0,94.0,142.0,3
11578,Los Angeles Lakers,Miami Heat,299.5876991939555,426.8257157770374,1,79.0,106.0,0
11579,Miami Heat,Los Angeles Lakers,426.8257157770374,299.5876991939555,0,106.0,79.0,1
11580,Sacramento Kings,Golden State Warriors,227.54803560901627,286.5421555118336,1,81.0,77.0,1
11581,Golden State Warriors,Sacramento Kings,286.5421555118336,227.54803560901627,0,77.0,81.0,0
11582,Golden State Warriors,Los Angeles Lakers,408.40995244222245,402.2199493694454,1,90.0,100.0,0
11583,Los Angeles Lakers,Golden State Warriors,402.2199493694454,408.40995244222245,0,100.0,90.0,1
11584,Sacramento Kings,Miami Heat,364.4422285269994,443.6333134301168,1,88.0,89.0,1
11585,Miami Heat,Sacramento Kings,443.6333134301168,364.4422285269994,0,89.0,88.0,2
11586,Golden State Warriors,Miami Heat,281.1948085306579,304.3147614277479,1,65.0,73.0,0
11587,Miami Heat,Golden State Warriors,304.3147614277479,281.1948085306579,0,73.0,65.0,3
11588,Sacramento Kings,Los Angeles Lakers,356.26831866172364,386.2896469615736,1,97.0,99.0,1
11589,Los Angeles Lakers,Sacramento Kings,386.2896469615736,356.26831866172364,0,99.0,97.0,2
11590,Team Croatia,Detroit Pistons,301.29902492141423,507.2199199168198,1,80.0,96.0,0
11591,Detroit Pistons,Team Croatia,507.2199199168198,301.29902492141423,0,96.0,80.0,1
11592,Milwaukee Bucks,Philadelphia 76ers,327.4004388324531,359.99762845474004,1,106.0,107.0,0
11593,Philadelphia 76ers,Milwaukee Bucks,359.99762845474004,327.4004388324531,0,107.0,106.0,1
11594,Cleveland Cavaliers,Minnesota Timberwolves,235.39064433370604,247.13831752128073,1,75.0,85.0,0
11595,Minnesota Timberwolves,Cleveland Cavaliers,247.13831752128073,235.39064433370604,0,85.0,75.0,1
11596,Team China,Miami Heat,306.2827299374566,396.1793599346975,1,62.0,103.0,0
11597,Miami Heat,Team China,396.1793599346975,306.2827299374566,0,103.0,62.0,1
11598,Brooklyn Nets,Dallas Mavericks,247.8409106711697,280.68319982313614,1,92.0,96.0,0
11599,Dallas Mavericks,Brooklyn Nets,280.68319982313614,247.8409106711697,0,96.0,92.0,1
11600,Chicago Bulls,Los Angeles Lakers,216.42959045435427,323.2107394903844,1,96.0,76.0,1
11601,Los Angeles Lakers,Chicago Bulls,323.2107394903844,216.42959045435427,0,76.0,96.0,0
11602,Golden State Warriors,Charlotte Hornets,284.70394826448523,324.12600145461266,1,85.0,93.0,0
11603,Charlotte Hornets,Golden State Warriors,324.12600145461266,284.70394826448523,0,93.0,85.0,1
11604,New Orleans Pelicans,New York Knicks,371.07394231395824,282.4426448666884,1,80.0,74.0,1
11605,New York Knicks,New Orleans Pelicans,282.4426448666884,371.07394231395824,0,74.0,80.0,0
11606,San Antonio Spurs,Orlando Magic,140.40611584873088,253.8090781501295,1,59.0,75.0,0
11607,Orlando Magic,San Antonio Spurs,253.8090781501295,140.40611584873088,0,75.0,59.0,0
11608,Utah Jazz,Oklahoma City Thunder,223.4505306977192,144.06425384034247,1,78.0,66.0,1
11609,Oklahoma City Thunder,Utah Jazz,144.06425384034247,223.4505306977192,0,66.0,78.0,0
11610,Detroit Pistons,Portland Trail Blazers,405.48762322444645,248.37081474013817,1,93.0,73.0,2
11611,Portland Trail Blazers,Detroit Pistons,248.37081474013817,405.48762322444645,0,73.0,93.0,0
11612,Milwaukee Bucks,Atlanta Hawks,404.3003703616272,300.9636035720394,1,89.0,83.0,1
11613,Atlanta Hawks,Milwaukee Bucks,300.9636035720394,404.3003703616272,0,83.0,89.0,0
11614,Philadelphia 76ers,Boston Celtics,333.0595611801342,345.14594997275253,1,82.0,96.0,1
11615,Boston Celtics,Philadelphia 76ers,345.14594997275253,333.0595611801342,0,96.0,82.0,1
11616,Indiana Pacers,Memphis Grizzlies,229.33485137750188,375.18240697661594,1,75.0,101.0,0
11617,Memphis Grizzlies,Indiana Pacers,375.18240697661594,229.33485137750188,0,101.0,75.0,1
11618,Los Angeles Lakers,LA Clippers,350.6963733733063,349.0251615151074,1,87.0,93.0,0
11619,LA Clippers,Los Angeles Lakers,349.0251615151074,350.6963733733063,0,93.0,87.0,1
11620,Houston Rockets,Dallas Mavericks,385.1256272674457,610.5590770335888,1,81.0,113.0,0
11621,Dallas Mavericks,Houston Rockets,610.5590770335888,385.1256272674457,0,113.0,81.0,2
11622,Washington Wizards,New Orleans Pelicans,234.43706003910398,247.2363605376204,1,84.0,79.0,1
11623,New Orleans Pelicans,Washington Wizards,247.2363605376204,234.43706003910398,0,79.0,84.0,1
11624,Golden State Warriors,Toronto Raptors,218.6879252609075,164.75659584936915,1,80.0,71.0,1
11625,Toronto Raptors,Golden State Warriors,164.75659584936915,218.6879252609075,0,71.0,80.0,0
11626,Charlotte Hornets,San Antonio Spurs,350.39654420185974,184.6161796357764,1,96.0,106.0,1
11627,San Antonio Spurs,Charlotte Hornets,184.6161796357764,350.39654420185974,0,106.0,96.0,1
11628,Team Croatia,Brooklyn Nets,267.57976769455445,298.42242330036976,1,58.0,74.0,0
11629,Brooklyn Nets,Team Croatia,298.42242330036976,267.57976769455445,0,74.0,58.0,1
11630,Atlanta Hawks,Minnesota Timberwolves,314.0712004155418,391.3822780876933,1,66.0,90.0,0
11631,Minnesota Timberwolves,Atlanta Hawks,391.3822780876933,314.0712004155418,0,90.0,66.0,2
11632,Orlando Magic,Denver Nuggets,279.01205025264494,261.03681376613537,1,79.0,84.0,1
11633,Denver Nuggets,Orlando Magic,261.03681376613537,279.01205025264494,0,84.0,79.0,1
11634,Cleveland Cavaliers,Chicago Bulls,338.6452379912868,330.8258352447962,1,82.0,75.0,1
11635,Chicago Bulls,Cleveland Cavaliers,330.8258352447962,338.6452379912868,0,75.0,82.0,1
11636,Miami Heat,Utah Jazz,385.10523286048766,367.3570953472771,1,93.0,81.0,2
11637,Utah Jazz,Miami Heat,367.3570953472771,385.10523286048766,0,81.0,93.0,1
11638,Phoenix Suns,New York Knicks,298.36942057209023,348.1837889169425,1,105.0,100.0,1
11639,New York Knicks,Phoenix Suns,348.1837889169425,298.36942057209023,0,100.0,105.0,0
11640,Portland Trail Blazers,Houston Rockets,244.73393608242594,427.23901291088663,1,97.0,87.0,1
11641,Houston Rockets,Portland Trail Blazers,427.23901291088663,244.73393608242594,0,87.0,97.0,0
11642,LA Clippers,Memphis Grizzlies,354.0286842295053,481.966333983834,1,75.0,87.0,1
11643,Memphis Grizzlies,LA Clippers,481.966333983834,354.0286842295053,0,87.0,75.0,2
11644,Philadelphia 76ers,Oklahoma City Thunder,385.49216814461977,210.66863986970856,1,81.0,84.0,1
11645,Oklahoma City Thunder,Philadelphia 76ers,210.66863986970856,385.49216814461977,0,84.0,81.0,1
11646,Dallas Mavericks,Sacramento Kings,565.8495579168639,370.81752015902174,1,101.0,105.0,2
11647,Sacramento Kings,Dallas Mavericks,370.81752015902174,565.8495579168639,0,105.0,101.0,2
11648,Detroit Pistons,Indiana Pacers,458.30276555286554,269.7092325404221,1,102.0,84.0,3
11649,Indiana Pacers,Detroit Pistons,269.7092325404221,458.30276555286554,0,84.0,102.0,0
11650,Brooklyn Nets,Washington Wizards,360.8728452981764,406.1854119166847,1,88.0,85.0,2
11651,Washington Wizards,Brooklyn Nets,406.1854119166847,360.8728452981764,0,85.0,88.0,1
11652,Toronto Raptors,San Antonio Spurs,305.41521901319635,274.9615090037658,1,90.0,93.0,0
11653,San Antonio Spurs,Toronto Raptors,274.9615090037658,305.41521901319635,0,93.0,90.0,2
11654,Boston Celtics,Cleveland Cavaliers,438.11843674901354,340.0123516398798,1,89.0,72.0,2
11655,Cleveland Cavaliers,Boston Celtics,340.0123516398798,438.11843674901354,0,72.0,89.0,1
11656,Minnesota Timberwolves,Milwaukee Bucks,451.06025495388275,391.7993646894253,1,100.0,91.0,3
11657,Milwaukee Bucks,Minnesota Timberwolves,391.7993646894253,451.06025495388275,0,91.0,100.0,1
11658,Chicago Bulls,New Orleans Pelicans,295.195262599717,566.1982692313061,1,72.0,109.0,1
11659,New Orleans Pelicans,Chicago Bulls,566.1982692313061,295.195262599717,0,109.0,72.0,2
11660,Los Angeles Lakers,Golden State Warriors,357.41806259097444,298.44333337727244,1,80.0,88.0,0
11661,Golden State Warriors,Los Angeles Lakers,298.44333337727244,357.41806259097444,0,88.0,80.0,2
11662,Orlando Magic,Miami Heat,432.07271246039284,377.9392602398944,1,92.0,96.0,1
11663,Miami Heat,Orlando Magic,377.9392602398944,432.07271246039284,0,96.0,92.0,3
11664,Atlanta Hawks,Indiana Pacers,267.20147184900344,152.3541397064534,1,87.0,67.0,1
11665,Indiana Pacers,Atlanta Hawks,152.3541397064534,267.20147184900344,0,67.0,87.0,0
11666,Utah Jazz,Portland Trail Blazers,463.4367189765562,209.19882160296302,1,97.0,93.0,2
11667,Portland Trail Blazers,Utah Jazz,209.19882160296302,463.4367189765562,0,93.0,97.0,1
11668,Memphis Grizzlies,Phoenix Suns,472.26580895759304,392.49739922063657,1,79.0,69.0,3
11669,Phoenix Suns,Memphis Grizzlies,392.49739922063657,472.26580895759304,0,69.0,79.0,1
11670,Boston Celtics,Denver Nuggets,442.14220632459353,259.93794389395293,1,95.0,82.0,3
11671,Denver Nuggets,Boston Celtics,259.93794389395293,442.14220632459353,0,82.0,95.0,1
11672,Toronto Raptors,New York Knicks,320.71181085190443,231.34253891111697,1,85.0,73.0,1
11673,New York Knicks,Toronto Raptors,231.34253891111697,320.71181085190443,0,73.0,85.0,0
11674,Houston Rockets,Sacramento Kings,515.2196653000034,318.3120222613614,1,94.0,92.0,1
11675,Sacramento Kings,Houston Rockets,318.3120222613614,515.2196653000034,0,92.0,94.0,2
11676,Washington Wizards,LA Clippers,473.3891899944176,322.85755104489886,1,72.0,90.0,1
11677,LA Clippers,Washington Wizards,322.85755104489886,473.3891899944176,0,90.0,72.0,2
11678,Detroit Pistons,Philadelphia 76ers,415.6298720592863,386.5676234093421,1,96.0,81.0,4
11679,Philadelphia 76ers,Detroit Pistons,386.5676234093421,415.6298720592863,0,81.0,96.0,1
11680,Chicago Bulls,Charlotte Hornets,289.61732910779835,330.6011204426336,1,75.0,72.0,2
11681,Charlotte Hornets,Chicago Bulls,330.6011204426336,289.61732910779835,0,72.0,75.0,1
11682,Brooklyn Nets,Orlando Magic,354.21892490494406,448.80402888797397,1,93.0,85.0,3
11683,Orlando Magic,Brooklyn Nets,448.80402888797397,354.21892490494406,0,85.0,93.0,1
11684,Miami Heat,Minnesota Timberwolves,377.4238203298858,432.94664327905673,1,87.0,90.0,3
11685,Minnesota Timberwolves,Miami Heat,432.94664327905673,377.4238203298858,0,90.0,87.0,4
11686,New Orleans Pelicans,Cleveland Cavaliers,503.40660160488835,331.5180832850813,1,99.0,78.0,3
11687,Cleveland Cavaliers,New Orleans Pelicans,331.5180832850813,503.40660160488835,0,78.0,99.0,1
11688,Phoenix Suns,San Antonio Spurs,358.05839808946376,199.04340808584863,1,79.0,78.0,2
11689,San Antonio Spurs,Phoenix Suns,199.04340808584863,358.05839808946376,0,78.0,79.0,2
11690,New York Knicks,Los Angeles Lakers,386.36448691856333,355.09042278452006,1,117.0,96.0,1
11691,Los Angeles Lakers,New York Knicks,355.09042278452006,386.36448691856333,0,96.0,117.0,0
11692,Denver Nuggets,Golden State Warriors,283.80048936572473,366.0250447739513,1,69.0,73.0,1
11693,Golden State Warriors,Denver Nuggets,366.0250447739513,283.80048936572473,0,73.0,69.0,3
11694,Indiana Pacers,Toronto Raptors,211.1898134485392,336.2492373392153,1,79.0,94.0,0
11695,Toronto Raptors,Indiana Pacers,336.2492373392153,211.1898134485392,0,94.0,79.0,2
11696,Washington Wizards,Atlanta Hawks,397.82737546235643,270.0357123296464,1,76.0,71.0,2
11697,Atlanta Hawks,Washington Wizards,270.0357123296464,397.82737546235643,0,71.0,76.0,1
11698,Oklahoma City Thunder,Portland Trail Blazers,242.89860708521664,232.51788287040242,1,92.0,87.0,3
11699,Portland Trail Blazers,Oklahoma City Thunder,232.51788287040242,242.89860708521664,0,87.0,92.0,1
11700,Houston Rockets,Utah Jazz,536.4890051349493,452.34911944468155,1,87.0,78.0,2
11701,Utah Jazz,Houston Rockets,452.34911944468155,536.4890051349493,0,78.0,87.0,2
11702,LA Clippers,Sacramento Kings,315.3563597085736,368.18975323564933,1,83.0,80.0,3
11703,Sacramento Kings,LA Clippers,368.18975323564933,315.3563597085736,0,80.0,83.0,2
11704,Memphis Grizzlies,Boston Celtics,489.53411449137883,436.6326573868589,1,87.0,113.0,3
11705,Boston Celtics,Memphis Grizzlies,436.6326573868589,489.53411449137883,0,113.0,87.0,4
11706,Cleveland Cavaliers,San Antonio Spurs,343.4577785353308,287.43130958760287,1,89.0,97.0,0
11707,San Antonio Spurs,Cleveland Cavaliers,287.43130958760287,343.4577785353308,0,97.0,89.0,1
11708,Utah Jazz,Memphis Grizzlies,450.8056885000506,482.1121426524633,1,68.0,85.0,0
11709,Memphis Grizzlies,Utah Jazz,482.1121426524633,450.8056885000506,0,85.0,68.0,1
11710,San Antonio Spurs,Memphis Grizzlies,353.72584152356467,508.8607803903815,1,99.0,84.0,2
11711,Memphis Grizzlies,San Antonio Spurs,508.8607803903815,353.72584152356467,0,84.0,99.0,1
11712,Utah Jazz,Cleveland Cavaliers,465.5163739811337,349.8198529908209,1,86.0,71.0,1
11713,Cleveland Cavaliers,Utah Jazz,349.8198529908209,465.5163739811337,0,71.0,86.0,0
11714,Memphis Grizzlies,Cleveland Cavaliers,501.70717972643246,350.26732800080947,1,81.0,68.0,2
11715,Cleveland Cavaliers,Memphis Grizzlies,350.26732800080947,501.70717972643246,0,68.0,81.0,0
11716,Utah Jazz,San Antonio Spurs,446.9502957718296,363.9469101181223,1,84.0,81.0,2
11717,San Antonio Spurs,Utah Jazz,363.9469101181223,446.9502957718296,0,81.0,84.0,2
11718,Toronto Raptors,Philadelphia 76ers,400.628749105902,421.2528682224795,1,102.0,108.0,2
11719,Philadelphia 76ers,Toronto Raptors,421.2528682224795,400.628749105902,0,108.0,102.0,2
11720,Golden State Warriors,Los Angeles Lakers,503.950297710991,377.57176985787044,1,87.0,88.0,3
11721,Los Angeles Lakers,Golden State Warriors,377.57176985787044,503.950297710991,0,88.0,87.0,1
11722,Sacramento Kings,Cleveland Cavaliers,330.90818449064926,330.7016879741845,1,96.0,98.0,2
11723,Cleveland Cavaliers,Sacramento Kings,330.7016879741845,330.90818449064926,0,98.0,96.0,2
11724,LA Clippers,Indiana Pacers,417.18433391209044,304.73355807432404,1,75.0,86.0,3
11725,Indiana Pacers,LA Clippers,304.73355807432404,417.18433391209044,0,86.0,75.0,1
11726,Milwaukee Bucks,Portland Trail Blazers,394.8638441772639,338.05746191784885,1,84.0,99.0,2
11727,Portland Trail Blazers,Milwaukee Bucks,338.05746191784885,394.8638441772639,0,99.0,84.0,2
11728,San Antonio Spurs,Atlanta Hawks,283.4735888487841,282.66266961944484,1,72.0,80.0,2
11729,Atlanta Hawks,San Antonio Spurs,282.66266961944484,283.4735888487841,0,80.0,72.0,2
11730,Utah Jazz,Charlotte Hornets,333.2286755830904,390.80252920700775,1,74.0,84.0,2
11731,Charlotte Hornets,Utah Jazz,390.80252920700775,333.2286755830904,0,84.0,74.0,2
11732,Boston Celtics,Memphis Grizzlies,404.7797015959387,504.8291457288411,1,88.0,94.0,4
11733,Memphis Grizzlies,Boston Celtics,504.8291457288411,404.7797015959387,0,94.0,88.0,4
11734,Washington Wizards,New York Knicks,393.0324211818408,388.7296699725872,1,87.0,103.0,2
11735,New York Knicks,Washington Wizards,388.7296699725872,393.0324211818408,0,103.0,87.0,2
11736,New Orleans Pelicans,Miami Heat,419.24447112772725,259.965340861885,1,101.0,100.0,4
11737,Miami Heat,New Orleans Pelicans,259.965340861885,419.24447112772725,0,100.0,101.0,3
11738,Chicago Bulls,Orlando Magic,292.19495336946295,482.5531802984115,1,73.0,85.0,2
11739,Orlando Magic,Chicago Bulls,482.5531802984115,292.19495336946295,0,85.0,73.0,2
11740,Detroit Pistons,Brooklyn Nets,464.66831210081705,454.01197885050385,1,85.0,105.0,4
11741,Brooklyn Nets,Detroit Pistons,454.01197885050385,464.66831210081705,0,105.0,85.0,4
11742,Houston Rockets,Denver Nuggets,550.5617146162903,405.854027163787,1,105.0,96.0,3
11743,Denver Nuggets,Houston Rockets,405.854027163787,550.5617146162903,0,96.0,105.0,1
11744,Minnesota Timberwolves,Dallas Mavericks,439.88919557955046,536.8030094674007,1,108.0,82.0,5
11745,Dallas Mavericks,Minnesota Timberwolves,536.8030094674007,439.88919557955046,0,82.0,108.0,3
11746,New Orleans Pelicans,Memphis Grizzlies,553.689823485513,487.8032889881357,1,86.0,88.0,4
11747,Memphis Grizzlies,New Orleans Pelicans,487.8032889881357,553.689823485513,0,88.0,86.0,5
11748,Minnesota Timberwolves,Brooklyn Nets,427.0109522395797,387.728539106588,1,85.0,77.0,6
11749,Brooklyn Nets,Minnesota Timberwolves,387.728539106588,427.0109522395797,0,77.0,85.0,4
11750,Minnesota Timberwolves,Memphis Grizzlies,429.5073683176452,495.35690919507283,1,92.0,95.0,6
11751,Memphis Grizzlies,Minnesota Timberwolves,495.35690919507283,429.5073683176452,0,95.0,92.0,6
11752,Toronto Raptors,New Orleans Pelicans,461.48074431408804,551.3105649174514,1,130.0,122.0,1
11753,New Orleans Pelicans,Toronto Raptors,551.3105649174514,461.48074431408804,0,122.0,130.0,0
11754,LA Clippers,Los Angeles Lakers,451.1844800267674,366.126020416711,1,112.0,102.0,1
11755,Los Angeles Lakers,LA Clippers,366.126020416711,451.1844800267674,0,102.0,112.0,0
11756,Charlotte Hornets,Chicago Bulls,385.338986245635,354.7016038880435,1,126.0,125.0,1
11757,Chicago Bulls,Charlotte Hornets,354.7016038880435,385.338986245635,0,125.0,126.0,0
11758,Indiana Pacers,Detroit Pistons,411.0520284308303,354.246866737284,1,110.0,119.0,0
11759,Detroit Pistons,Indiana Pacers,354.246866737284,411.0520284308303,0,119.0,110.0,1
11760,Orlando Magic,Cleveland Cavaliers,447.3791160136886,325.7735269558133,1,94.0,85.0,1
11761,Cleveland Cavaliers,Orlando Magic,325.7735269558133,447.3791160136886,0,85.0,94.0,0
11762,Brooklyn Nets,Minnesota Timberwolves,397.7205007836923,388.6239252949938,1,126.0,127.0,0
11763,Minnesota Timberwolves,Brooklyn Nets,388.6239252949938,397.7205007836923,0,127.0,126.0,1
11764,Miami Heat,Memphis Grizzlies,412.93696013393895,437.52780529531594,1,120.0,101.0,1
11765,Memphis Grizzlies,Miami Heat,437.52780529531594,412.93696013393895,0,101.0,120.0,0
11766,Philadelphia 76ers,Boston Celtics,438.87756131095483,431.24432761643993,1,107.0,93.0,1
11767,Boston Celtics,Philadelphia 76ers,431.24432761643993,438.87756131095483,0,93.0,107.0,0
11768,Dallas Mavericks,Washington Wizards,587.4897982656081,526.463103632288,1,108.0,100.0,1
11769,Washington Wizards,Dallas Mavericks,526.463103632288,587.4897982656081,0,100.0,108.0,0
11770,San Antonio Spurs,New York Knicks,459.6849979196945,492.09634103498036,1,120.0,111.0,1
11771,New York Knicks,San Antonio Spurs,492.09634103498036,459.6849979196945,0,111.0,120.0,0
11772,Utah Jazz,Oklahoma City Thunder,326.1789941922415,339.020151266535,1,100.0,95.0,1
11773,Oklahoma City Thunder,Utah Jazz,339.020151266535,326.1789941922415,0,95.0,100.0,0
11774,Phoenix Suns,Sacramento Kings,521.1476958718498,501.3680264148093,1,124.0,95.0,1
11775,Sacramento Kings,Phoenix Suns,501.3680264148093,521.1476958718498,0,95.0,124.0,0
11776,Portland Trail Blazers,Denver Nuggets,379.01922620362603,479.30274818422527,1,100.0,108.0,0
11777,Denver Nuggets,Portland Trail Blazers,479.30274818422527,379.01922620362603,0,108.0,100.0,1
11778,Detroit Pistons,Atlanta Hawks,415.8075331508349,421.30454561779396,1,100.0,117.0,1
11779,Atlanta Hawks,Detroit Pistons,421.30454561779396,415.8075331508349,0,117.0,100.0,1
11780,Houston Rockets,Milwaukee Bucks,429.8224279645177,447.75798605807654,1,111.0,117.0,0
11781,Milwaukee Bucks,Houston Rockets,447.75798605807654,429.8224279645177,0,117.0,111.0,1
11782,Golden State Warriors,LA Clippers,448.1580876955597,542.1058561067982,1,122.0,141.0,0
11783,LA Clippers,Golden State Warriors,542.1058561067982,448.1580876955597,0,141.0,122.0,2
11784,Boston Celtics,Toronto Raptors,392.26088806390885,483.20238847482847,1,112.0,106.0,1
11785,Toronto Raptors,Boston Celtics,483.20238847482847,392.26088806390885,0,106.0,112.0,1
